date,avg_temperature,avg_precipitation
2024-01-01,-8.522270833333334,0.008673611111111111
2024-01-02,-8.406986111111111,0.011270833333333334
2024-01-03,-8.492222222222221,0.010763888888888889
2024-01-04,-8.562451388888888,0.010423611111111113
2024-01-05,-8.481923611111112,0.012284722222222223
2024-01-06,-8.47076388888889,0.012270833333333335
2024-01-07,-8.439965277777778,0.012201388888888888
2024-01-08,-8.347958333333334,0.012805555555555556
2024-01-09,-8.381222222222222,0.011645833333333333
2024-01-10,-8.36742361111111,0.011756944444444445
2024-01-11,-8.324159722222223,0.011590277777777776
2024-01-12,-8.313354166666667,0.014444444444444446
2024-01-13,-8.297569444444445,0.013208333333333336
2024-01-14,-8.230777777777778,0.013097222222222222
2024-01-15,-8.17636111111111,0.01440277777777778
2024-01-16,-8.130763888888888,0.0153125
2024-01-17,-8.097694444444445,0.01325
2024-01-18,-8.075944444444445,0.012354166666666666
2024-01-19,-7.907298611111111,0.015722222222222224
2024-01-20,-7.813930555555556,0.015166666666666669
2024-01-21,-7.789041666666666,0.0164375
2024-01-22,-7.7324166666666665,0.01677777777777778
2024-01-23,-7.683854166666666,0.01507638888888889
2024-01-24,-7.558388888888889,0.017770833333333333
2024-01-25,-7.473756944444445,0.01720138888888889
2024-01-26,-7.380333333333334,0.018319444444444447
2024-01-27,-7.352104166666667,0.020631944444444446
2024-01-28,-7.293354166666667,0.01932638888888889
2024-01-29,-7.0358472222222215,0.019104166666666665
2024-01-30,-7.1159236111111115,0.01922916666666667
2024-01-31,-6.952180555555556,0.019125
2024-02-01,-6.805722222222223,0.019736111111111114
2024-02-02,-6.708298611111112,0.018937500000000003
2024-02-03,-6.598999999999999,0.019576388888888893
2024-02-04,-6.533895833333334,0.02457638888888889
2024-02-05,-6.432055555555555,0.021062499999999998
2024-02-06,-6.245326388888888,0.021722222222222223
2024-02-07,-6.114319444444445,0.024395833333333332
2024-02-08,-6.010756944444444,0.019701388888888893
2024-02-09,-5.947409722222223,0.023770833333333335
2024-02-10,-5.768236111111111,0.020444444444444446
2024-02-11,-5.629201388888888,0.027347222222222224
2024-02-12,-5.443,0.026645833333333337
2024-02-13,-5.396194444444445,0.02418055555555556
2024-02-14,-5.208465277777778,0.022430555555555554
2024-02-15,-5.089458333333333,0.025750000000000002
2024-02-16,-4.936243055555556,0.022784722222222224
2024-02-17,-4.771055555555556,0.023347222222222224
2024-02-18,-4.597451388888889,0.025513888888888885
2024-02-19,-4.470104166666666,0.026333333333333334
2024-02-20,-4.3865694444444445,0.02659027777777778
2024-02-21,-4.194791666666666,0.029194444444444443
2024-02-22,-4.0498611111111105,0.023923611111111114
2024-02-23,-3.8982708333333336,0.02397222222222222
2024-02-24,-3.6169791666666664,0.027048611111111114
2024-02-25,-3.4979444444444443,0.026958333333333334
2024-02-26,-3.3148194444444448,0.026965277777777776
2024-02-27,-3.2136458333333335,0.023277777777777776
2024-02-28,-3.0748333333333333,0.026159722222222223
2024-02-29,-2.856555555555555,0.028458333333333335
2024-03-01,-2.7175902777777776,0.026819444444444448
2024-03-02,-2.4384652777777776,0.027006944444444445
2024-03-03,-2.240451388888889,0.030347222222222223
2024-03-04,-2.1157777777777778,0.028395833333333335
2024-03-05,-1.8543472222222224,0.02745138888888889
2024-03-06,-1.7562569444444447,0.026083333333333333
2024-03-07,-1.577909722222222,0.02825
2024-03-08,-1.4467013888888889,0.02877777777777778
2024-03-09,-1.1541388888888886,0.028083333333333335
2024-03-10,-0.9536250000000002,0.02641666666666667
2024-03-11,-0.7793819444444445,0.027638888888888886
2024-03-12,-0.5628402777777777,0.0304375
2024-03-13,-0.3615486111111112,0.030250000000000003
2024-03-14,-0.22384027777777774,0.028368055555555556
2024-03-15,-0.09745138888888875,0.03277083333333333
2024-03-16,0.1477222222222223,0.029805555555555557
2024-03-17,0.3523125,0.028361111111111115
2024-03-18,0.6155902777777779,0.029944444444444447
2024-03-19,0.7276180555555556,0.03289583333333334
2024-03-20,0.9420277777777778,0.02945138888888889
2024-03-21,1.2371527777777778,0.02745138888888889
2024-03-22,1.431958333333333,0.028944444444444443
2024-03-23,1.6175833333333332,0.03175
2024-03-24,1.8022500000000001,0.029284722222222222
2024-03-25,2.0129374999999996,0.03117361111111111
2024-03-26,2.1941319444444445,0.027562499999999997
2024-03-27,2.368388888888889,0.029500000000000002
2024-03-28,2.5707152777777775,0.03259027777777778
2024-03-29,2.8331805555555554,0.03048611111111111
2024-03-30,3.069076388888889,0.03104166666666667
2024-03-31,3.1608819444444447,0.030243055555555554
2024-04-01,3.4486041666666667,0.02801388888888889
2024-04-02,3.6735,0.0315
2024-04-03,3.9040416666666666,0.030194444444444447
2024-04-04,4.007388888888889,0.030972222222222227
2024-04-05,4.279652777777778,0.03204861111111112
2024-04-06,4.555013888888889,0.0314375
2024-04-07,4.634798611111112,0.029479166666666667
2024-04-08,4.837069444444444,0.02710416666666667
2024-04-09,5.103750000000001,0.02976388888888889
2024-04-10,5.234416666666666,0.026201388888888892
2024-04-11,5.453326388888888,0.029124999999999998
2024-04-12,5.674729166666667,0.03070138888888889
2024-04-13,5.867069444444446,0.029875
2024-04-14,6.128659722222222,0.026784722222222217
2024-04-15,6.297347222222222,0.02703472222222222
2024-04-16,6.501604166666667,0.03023611111111111
2024-04-17,6.670597222222222,0.03214583333333333
2024-04-18,6.8481875,0.03082638888888889
2024-04-19,7.1173819444444435,0.028645833333333332
2024-04-20,7.274111111111112,0.030486111111111117
2024-04-21,7.502173611111112,0.02804861111111111
2024-04-22,7.708097222222222,0.026583333333333334
2024-04-23,7.9606666666666674,0.024930555555555553
2024-04-24,8.047395833333333,0.023895833333333335
2024-04-25,8.257631944444446,0.031187500000000003
2024-04-26,8.410243055555556,0.02704166666666667
2024-04-27,8.664791666666666,0.026708333333333334
2024-04-28,8.846562500000001,0.026812500000000003
2024-04-29,9.048340277777777,0.0313125
2024-04-30,9.158930555555555,0.027770833333333335
2024-05-01,9.344847222222224,0.028541666666666667
2024-05-02,9.48734722222222,0.027805555555555556
2024-05-03,9.723055555555556,0.026208333333333333
2024-05-04,9.901430555555557,0.02786111111111111
2024-05-05,10.116979166666667,0.028006944444444442
2024-05-06,10.24679861111111,0.026555555555555558
2024-05-07,10.418347222222222,0.025590277777777778
2024-05-08,10.54067361111111,0.024708333333333332
2024-05-09,10.718854166666668,0.02755555555555556
2024-05-10,10.938701388888889,0.026680555555555558
2024-05-11,11.12376388888889,0.024104166666666666
2024-05-12,11.220645833333334,0.02492361111111111
2024-05-13,11.450402777777779,0.02421527777777778
2024-05-14,11.538458333333331,0.022951388888888886
2024-05-15,11.717472222222222,0.025291666666666667
2024-05-16,11.869812499999998,0.025902777777777775
2024-05-17,11.968437500000002,0.020930555555555556
2024-05-18,12.176784722222221,0.026500000000000003
2024-05-19,12.3144375,0.023958333333333335
2024-05-20,12.395548611111112,0.025743055555555557
2024-05-21,12.531555555555558,0.02428472222222222
2024-05-22,12.70365972222222,0.021270833333333336
2024-05-23,12.833472222222223,0.023493055555555555
2024-05-24,12.961395833333336,0.022319444444444444
2024-05-25,13.046687500000003,0.019333333333333334
2024-05-26,13.172319444444444,0.021986111111111113
2024-05-27,13.326305555555557,0.023465277777777783
2024-05-28,13.516902777777778,0.017840277777777778
2024-05-29,13.582777777777778,0.022201388888888892
2024-05-30,13.696527777777778,0.020055555555555556
2024-05-31,13.728291666666665,0.02035416666666667
2024-06-01,13.888833333333332,0.01929861111111111
2024-06-02,13.967090277777775,0.01983333333333333
2024-06-03,14.042083333333332,0.019541666666666666
