date,avg_temperature,avg_precipitation
2024-01-01,-2.3776041666666665,0.011791666666666667
2024-01-02,-2.429222222222222,0.0093125
2024-01-03,-2.435979166666667,0.010861111111111111
2024-01-04,-2.4570694444444445,0.011875
2024-01-05,-2.471763888888889,0.01136111111111111
2024-01-06,-2.345263888888889,0.010180555555555556
2024-01-07,-2.311354166666667,0.011972222222222224
2024-01-08,-2.3058055555555557,0.012791666666666668
2024-01-09,-2.303840277777778,0.012055555555555555
2024-01-10,-2.295201388888889,0.012722222222222222
2024-01-11,-2.352,0.011798611111111112
2024-01-12,-2.182215277777778,0.014333333333333333
2024-01-13,-2.1940694444444446,0.01359722222222222
2024-01-14,-2.1184375,0.014125000000000002
2024-01-15,-2.009020833333334,0.013486111111111112
2024-01-16,-2.044215277777778,0.01536111111111111
2024-01-17,-2.0476319444444444,0.015062499999999998
2024-01-18,-1.9446944444444443,0.01657638888888889
2024-01-19,-1.9218055555555555,0.01663888888888889
2024-01-20,-1.8605416666666668,0.014222222222222223
2024-01-21,-1.783736111111111,0.01570138888888889
2024-01-22,-1.7367013888888891,0.017465277777777777
2024-01-23,-1.673284722222222,0.016333333333333335
2024-01-24,-1.6317569444444444,0.016055555555555552
2024-01-25,-1.5858402777777776,0.01652777777777778
2024-01-26,-1.4742291666666665,0.017993055555555557
2024-01-27,-1.432625,0.01977777777777778
2024-01-28,-1.3445972222222224,0.01670138888888889
2024-01-29,-1.2268333333333334,0.02079861111111111
2024-01-30,-1.1093958333333331,0.01845138888888889
2024-01-31,-1.0571458333333332,0.01971527777777778
2024-02-01,-1.0600833333333333,0.019902777777777776
2024-02-02,-0.9133194444444447,0.018375
2024-02-03,-0.9025416666666669,0.020027777777777776
2024-02-04,-0.7405694444444445,0.021652777777777778
2024-02-05,-0.6610763888888888,0.021986111111111113
2024-02-06,-0.5324027777777778,0.02408333333333333
2024-02-07,-0.4698958333333333,0.02322916666666667
2024-02-08,-0.3240625,0.02290277777777778
2024-02-09,-0.22097222222222218,0.02372916666666667
2024-02-10,-0.10927777777777771,0.022972222222222227
2024-02-11,0.03899305555555546,0.023958333333333335
2024-02-12,0.11253472222222219,0.022527777777777782
2024-02-13,0.21965972222222227,0.02361111111111111
2024-02-14,0.2514444444444445,0.022222222222222223
2024-02-15,0.49193749999999997,0.027375
2024-02-16,0.5320138888888888,0.026243055555555554
2024-02-17,0.7487152777777777,0.02322916666666667
2024-02-18,0.7900972222222222,0.024437500000000004
2024-02-19,1.0019791666666666,0.02428472222222222
2024-02-20,1.1097916666666665,0.02354166666666667
2024-02-21,1.1872986111111112,0.025576388888888888
2024-02-22,1.4266180555555554,0.026805555555555558
2024-02-23,1.4749583333333334,0.025534722222222226
2024-02-24,1.6415416666666667,0.026361111111111113
2024-02-25,1.7849444444444447,0.024472222222222225
2024-02-26,1.8722222222222222,0.0265625
2024-02-27,2.0916041666666665,0.02646527777777778
2024-02-28,2.1521944444444445,0.02365972222222222
2024-02-29,2.272930555555555,0.030375000000000003
2024-03-01,2.4752916666666667,0.029729166666666668
2024-03-02,2.638611111111111,0.026513888888888892
2024-03-03,2.6981249999999997,0.023472222222222224
2024-03-04,2.928451388888889,0.025993055555555554
2024-03-05,3.045861111111111,0.02732638888888889
2024-03-06,3.2777777777777777,0.026999999999999996
2024-03-07,3.449923611111111,0.03152777777777778
2024-03-08,3.5370138888888896,0.02910416666666667
2024-03-09,3.694208333333333,0.02370138888888889
2024-03-10,3.8353958333333327,0.03040277777777778
2024-03-11,4.0789027777777775,0.028888888888888895
2024-03-12,4.140895833333333,0.0288125
2024-03-13,4.290388888888889,0.030020833333333337
2024-03-14,4.446423611111111,0.031097222222222224
2024-03-15,4.735666666666666,0.02707638888888889
2024-03-16,4.850513888888889,0.03165972222222223
2024-03-17,4.928097222222221,0.028659722222222225
2024-03-18,5.192548611111111,0.030208333333333334
2024-03-19,5.268729166666667,0.02766666666666667
2024-03-20,5.544881944444445,0.035576388888888894
2024-03-21,5.609631944444444,0.02840277777777778
2024-03-22,5.844076388888889,0.027388888888888886
2024-03-23,5.949111111111112,0.02655555555555555
2024-03-24,6.234326388888889,0.03241666666666666
2024-03-25,6.414770833333334,0.03272222222222222
2024-03-26,6.495583333333333,0.029618055555555554
2024-03-27,6.743354166666667,0.03197222222222223
2024-03-28,6.816854166666667,0.02976388888888889
2024-03-29,7.043784722222222,0.03228472222222222
2024-03-30,7.158465277777778,0.030666666666666665
2024-03-31,7.356854166666667,0.02752083333333333
2024-04-01,7.559749999999999,0.030368055555555558
2024-04-02,7.7244166666666665,0.030145833333333337
2024-04-03,7.873354166666667,0.028291666666666673
2024-04-04,8.011743055555556,0.03245138888888889
2024-04-05,8.264083333333332,0.03015277777777778
2024-04-06,8.347847222222223,0.029513888888888888
2024-04-07,8.541881944444444,0.028006944444444442
2024-04-08,8.774715277777778,0.028888888888888884
2024-04-09,8.914430555555555,0.030312500000000003
2024-04-10,9.124430555555556,0.02830555555555556
2024-04-11,9.257472222222221,0.02886111111111111
2024-04-12,9.42636111111111,0.028743055555555556
2024-04-13,9.626347222222222,0.02965277777777778
2024-04-14,9.77961111111111,0.030909722222222227
2024-04-15,9.94734027777778,0.02851388888888889
