date,avg_temperature,avg_precipitation
2024-01-01,-19.532444444444444,0.009506944444444445
2024-01-02,-19.557,0.011375
2024-01-03,-19.458194444444445,0.009458333333333332
2024-01-04,-19.512833333333333,0.010215277777777778
2024-01-05,-19.391284722222224,0.011458333333333333
2024-01-06,-19.478645833333335,0.01125
2024-01-07,-19.481201388888888,0.011798611111111112
2024-01-08,-19.427138888888887,0.012875
2024-01-09,-19.39367361111111,0.010131944444444445
2024-01-10,-19.31090972222222,0.011541666666666667
2024-01-11,-19.257625,0.01457638888888889
2024-01-12,-19.145770833333334,0.013479166666666669
2024-01-13,-19.143868055555554,0.013284722222222222
2024-01-14,-18.97597222222222,0.013861111111111112
2024-01-15,-19.082395833333333,0.015548611111111112
2024-01-16,-19.0069375,0.013868055555555555
2024-01-17,-18.850312499999998,0.014840277777777779
2024-01-18,-18.80736111111111,0.013972222222222223
2024-01-19,-18.70907638888889,0.0161875
2024-01-20,-18.76390277777778,0.016229166666666666
2024-01-21,-18.611520833333334,0.017958333333333333
2024-01-22,-18.4894375,0.01613888888888889
2024-01-23,-18.445368055555555,0.018805555555555558
2024-01-24,-18.35401388888889,0.014604166666666668
2024-01-25,-18.25047916666667,0.017444444444444443
2024-01-26,-18.12936111111111,0.017118055555555553
2024-01-27,-18.066347222222223,0.023027777777777775
2024-01-28,-17.966006944444445,0.020152777777777776
2024-01-29,-17.829083333333333,0.02186805555555556
2024-01-30,-17.738187500000002,0.019486111111111114
2024-01-31,-17.496715277777778,0.020326388888888887
2024-02-01,-17.446868055555555,0.017444444444444446
2024-02-02,-17.313979166666666,0.020388888888888894
2024-02-03,-17.201,0.021173611111111112
2024-02-04,-17.070131944444444,0.021805555555555554
2024-02-05,-16.83995138888889,0.019118055555555555
2024-02-06,-16.664125,0.02443055555555556
2024-02-07,-16.672069444444443,0.022368055555555558
2024-02-08,-16.398125,0.02040277777777778
2024-02-09,-16.25336111111111,0.021083333333333336
2024-02-10,-16.094840277777777,0.02370138888888889
2024-02-11,-15.94011111111111,0.023291666666666665
2024-02-12,-15.732416666666667,0.024104166666666666
2024-02-13,-15.564965277777777,0.02275694444444444
2024-02-14,-15.404798611111108,0.023624999999999997
2024-02-15,-15.242430555555554,0.02609027777777778
2024-02-16,-15.013270833333333,0.023604166666666662
2024-02-17,-14.812930555555555,0.022909722222222224
2024-02-18,-14.691979166666668,0.02479166666666667
2024-02-19,-14.512180555555556,0.02436805555555556
2024-02-20,-14.35957638888889,0.025812500000000002
2024-02-21,-14.071791666666668,0.025784722222222223
2024-02-22,-13.843729166666668,0.027604166666666666
2024-02-23,-13.668645833333333,0.02446527777777778
2024-02-24,-13.583541666666669,0.0255
2024-02-25,-13.269743055555555,0.025826388888888892
2024-02-26,-13.061569444444444,0.02429861111111111
2024-02-27,-12.859812499999999,0.028819444444444446
2024-02-28,-12.623777777777777,0.024347222222222225
2024-02-29,-12.455194444444446,0.029923611111111113
2024-03-01,-12.190277777777778,0.027548611111111114
2024-03-02,-11.973756944444444,0.029715277777777778
2024-03-03,-11.786402777777777,0.025902777777777775
2024-03-04,-11.5699375,0.029159722222222222
2024-03-05,-11.317645833333334,0.029333333333333336
2024-03-06,-11.073777777777778,0.026493055555555558
2024-03-07,-10.85740972222222,0.028104166666666666
2024-03-08,-10.63971527777778,0.027548611111111114
2024-03-09,-10.371333333333332,0.03099305555555555
2024-03-10,-10.148625000000001,0.027680555555555555
2024-03-11,-9.905041666666666,0.03186111111111111
2024-03-12,-9.675881944444445,0.029479166666666667
2024-03-13,-9.399284722222221,0.025868055555555554
2024-03-14,-9.136180555555555,0.03145138888888889
2024-03-15,-8.930256944444444,0.02741666666666667
2024-03-16,-8.6393125,0.03175
2024-03-17,-8.399131944444445,0.028333333333333332
2024-03-18,-8.110513888888889,0.03197222222222223
2024-03-19,-7.890152777777778,0.03277777777777778
2024-03-20,-7.6443055555555555,0.02790972222222222
2024-03-21,-7.392097222222222,0.03125
2024-03-22,-7.185847222222222,0.030423611111111113
2024-03-23,-6.882,0.030673611111111113
2024-03-24,-6.607701388888889,0.030625000000000006
2024-03-25,-6.368875,0.033875
2024-03-26,-6.187159722222223,0.030138888888888892
2024-03-27,-5.8415625,0.027444444444444445
2024-03-28,-5.579729166666667,0.02729166666666667
2024-03-29,-5.4149722222222225,0.03158333333333334
2024-03-30,-5.093222222222222,0.028576388888888894
2024-03-31,-4.8498125,0.03020138888888889
2024-04-01,-4.6248125,0.030027777777777778
2024-04-02,-4.263930555555556,0.029819444444444444
2024-04-03,-4.02307638888889,0.03052777777777778
2024-04-04,-3.8518541666666666,0.02863888888888889
2024-04-05,-3.530395833333334,0.027645833333333335
2024-04-06,-3.2362152777777777,0.029881944444444444
2024-04-07,-3.0437777777777777,0.031243055555555562
2024-04-08,-2.7941944444444444,0.0285625
2024-04-09,-2.5685069444444446,0.028576388888888894
2024-04-10,-2.292763888888889,0.029673611111111112
2024-04-11,-1.9710277777777778,0.0316875
2024-04-12,-1.7885486111111113,0.029826388888888892
2024-04-13,-1.5083194444444448,0.02660416666666667
